Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Tokens,Stemmed_Text,Polarity,Predicted_Sentiment
221,223," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,2019-03-25 21:00:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13.0,26.0, Canada        ,2019,3,25,21,"['melancholic', 'symphony', 'playing', 'background', 'soundtrack', 'wistful', 'heart']","['melanchol', 'symphoni', 'play', 'background', 'soundtrack', 'wist', 'heart']",0.0,Neutral
222,224," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,2017-06-18 14:45:00, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12.0,25.0, India         ,2017,6,18,14,"['flipping', 'pages', 'old', 'yearbook', 'nostalgia', 'painting', 'smiles', 'tears', 'face']","['flip', 'page', 'old', 'yearbook', 'nostalgia', 'paint', 'smile', 'tear', 'face']",0.1,Neutral
223,225," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,2022-07-08 11:30:00, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15.0,30.0, Australia    ,2022,7,8,11,"['torn', 'opposing', 'emotions', 'ambivalence', 'colors', 'decisions', 'shades', 'uncertainty']","['torn', 'oppos', 'emot', 'ambival', 'color', 'decis', 'shade', 'uncertainti']",0.0,Neutral
224,226," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,2023-05-15 16:20:00, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18.0,36.0, Canada        ,2023,5,15,16,"['embracing', 'life', 'imperfections', 'finding', 'acceptance', 'journey', 'scars']","['embrac', 'life', 'imperfect', 'find', 'accept', 'journey', 'scar']",0.0,Neutral
225,227," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,2021-09-10 14:45:00, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20.0,40.0, UK            ,2021,9,10,14,"['fiery', 'determination', 'burning', 'within', 'fueled', 'vision', 'reaching', 'unparalleled', 'heights']","['fieri', 'determin', 'burn', 'within', 'fuel', 'vision', 'reach', 'unparallel', 'height']",0.0,Neutral
226,228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,2020-02-28 18:30:00, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25.0,50.0, USA          ,2020,2,28,18,"['basking', 'serenity', 'quiet', 'forest', 'where', 'whispers', 'nature', 'bring', 'peace', 'soul']","['bask', 'seren', 'quiet', 'forest', 'where', 'whisper', 'natur', 'bring', 'peac', 'soul']",0.0,Neutral
227,231," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,2023-03-10 16:30:00, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9.0,18.0, India         ,2023,3,10,16,"['indifferent', 'noise', 'world', 'silent', 'observer', 'midst', 'life', 'cacophony']","['indiffer', 'nois', 'world', 'silent', 'observ', 'midst', 'life', 'cacophoni']",0.0,Neutral
228,232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,2021-05-02 11:45:00, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14.0,28.0, Australia    ,2021,5,2,11,"['navigating', 'labyrinth', 'thoughts', 'confusion', 'constant', 'companion', 'maze', 'ideas']","['navig', 'labyrinth', 'thought', 'confus', 'constant', 'companion', 'maze', 'idea']",0.0,Neutral
229,233," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,2019-10-18 14:30:00, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11.0,22.0, UK            ,2019,10,18,14,"['impenetrable', 'numbness', 'shields', 'emotional', 'storms', 'fortress', 'stoic', 'resilience']","['impenetr', 'numb', 'shield', 'emot', 'storm', 'fortress', 'stoic', 'resili']",0.0,Neutral
230,234," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,2020-01-05 20:00:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13.0,26.0, USA          ,2020,1,5,20,"['melancholy', 'painting', 'world', 'hues', 'nostalgia', 'canvas', 'bittersweet', 'memories']","['melancholi', 'paint', 'world', 'hue', 'nostalgia', 'canva', 'bittersweet', 'memori']",0.0,Neutral
231,235," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,2018-08-10 15:45:00, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12.0,25.0, Canada        ,2018,8,10,15,"['journey', 'past', 'flipping', 'pages', 'old', 'diary', 'nostalgia', 'taking', 'lead']","['journey', 'past', 'flip', 'page', 'old', 'diari', 'nostalgia', 'take', 'lead']",-0.075,Neutral
232,236," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,2022-01-15 10:30:00, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15.0,30.0, India         ,2022,1,15,10,"['ambivalence', 'clouding', 'decisions', 'caught', 'crossroads', 'conflicting', 'emotions']","['ambival', 'cloud', 'decis', 'caught', 'crossroad', 'conflict', 'emot']",0.0,Neutral
233,237," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,2021-07-20 16:20:00, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18.0,36.0, Australia     ,2021,7,20,16,"['embracing', 'imperfections', 'finding', 'acceptance', 'mosaic', 'life', 'beautiful', 'chaos']","['embrac', 'imperfect', 'find', 'accept', 'mosaic', 'life', 'beauti', 'chao']",0.85,Positive
234,238," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,2019-12-03 13:45:00, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20.0,40.0, USA          ,2019,12,3,13,"['determination', 'driving', 'force', 'propelling', 'forward', 'path', 'extraordinary', 'achievements']","['determin', 'drive', 'forc', 'propel', 'forward', 'path', 'extraordinari', 'achiev']",0.3333333333333333,Positive
235,239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,2020-04-12 19:30:00, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,"['seeking', 'serenity', 'melody', 'raindrops', 'tranquil', 'escape', 'noise', 'everyday', 'life']","['seek', 'seren', 'melodi', 'raindrop', 'tranquil', 'escap', 'nois', 'everyday', 'life']",-0.2,Negative
236,240," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,2022-05-08 08:45:00, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,"['curiosity', 'driving', 'exploration', 'unknown', 'seeker', 'knowledge', 'uncharted', 'territories']","['curios', 'drive', 'explor', 'unknown', 'seeker', 'knowledg', 'unchart', 'territori']",-0.1,Neutral
237,241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,2023-02-22 17:00:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,"['drifting', 'day', 'air', 'nonchalance', 'indifferent', 'trivialities', 'life']","['drift', 'day', 'air', 'nonchal', 'indiffer', 'trivial', 'life']",0.0,Neutral
238,242," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,2020-06-05 12:15:00, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,"['lost', 'labyrinth', 'thoughts', 'confusion', 'casting', 'shadows', 'quest', 'clarity']","['lost', 'labyrinth', 'thought', 'confus', 'cast', 'shadow', 'quest', 'clariti']",0.0,Neutral
239,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,2021-11-30 15:30:00, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,"['wrapped', 'cloak', 'emotional', 'numbness', 'shield', 'storms', 'life', 'turbulence']","['wrap', 'cloak', 'emot', 'numb', 'shield', 'storm', 'life', 'turbul']",0.0,Neutral
240,244," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,2019-02-25 21:00:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,"['melancholy', 'companion', 'painting', 'canvas', 'life', 'brushstrokes', 'wistful', 'yearning']","['melancholi', 'companion', 'paint', 'canva', 'life', 'brushstrok', 'wist', 'yearn']",0.0,Neutral
241,245," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,2017-05-18 14:45:00, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,"['leafing', 'pages', 'old', 'photo', 'album', 'nostalgia', 'weaving', 'tales', 'laughter', 'tears']","['leaf', 'page', 'old', 'photo', 'album', 'nostalgia', 'weav', 'tale', 'laughter', 'tear']",0.1,Neutral
242,246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,2022-08-05 11:30:00, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,"['ambivalence', 'air', 'caught', 'crossroads', 'conflicting', 'emotions', 'decisions']","['ambival', 'air', 'caught', 'crossroad', 'conflict', 'emot', 'decis']",0.0,Neutral
243,247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,2023-06-15 16:20:00, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,"['embracing', 'beauty', 'imperfections', 'finding', 'acceptance', 'mosaic', 'life', 'unpredictable', 'art']","['embrac', 'beauti', 'imperfect', 'find', 'accept', 'mosaic', 'life', 'unpredict', 'art']",-0.16666666666666666,Negative
244,248," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,2021-10-10 14:45:00, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,"['determination', 'ablaze', 'forging', 'path', 'challenges', 'sculpting', 'dreams', 'tangible', 'realities']","['determin', 'ablaz', 'forg', 'path', 'challeng', 'sculpt', 'dream', 'tangibl', 'realiti']",0.0,Neutral
245,249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,2020-05-12 19:30:00, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25.0,50.0, USA          ,2020,5,12,19,"['immerse', 'serenity', 'moonlit', 'night', 'where', 'quiet', 'whispers', 'nature', 'bring', 'peace', 'soul']","['immers', 'seren', 'moonlit', 'night', 'where', 'quiet', 'whisper', 'natur', 'bring', 'peac', 'soul']",0.0,Neutral
246,250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,2022-12-01 09:15:00, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22.0,44.0, India         ,2022,12,1,9,"['fueled', 'curiosity', 'venturing', 'uncharted', 'realms', 'fearless', 'explorer', 'mysteries', 'world']","['fuel', 'curios', 'ventur', 'unchart', 'realm', 'fearless', 'explor', 'mysteri', 'world']",0.0,Neutral
247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,2021-11-30 15:30:00, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10.0,20.0, Canada ,2021,11,30,15,"['wrapped', 'cloak', 'emotional', 'numbness', 'shield', 'storms', 'life', 'turbulence']","['wrap', 'cloak', 'emot', 'numb', 'shield', 'storm', 'life', 'turbul']",0.0,Neutral
248,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,2018-07-12 17:45:00, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0, USA ,2018,7,12,17,"['dancing', 'life', 'exuberance', 'carefree', 'spirit', 'embracing', 'joy', 'zest', 'every', 'turn']","['danc', 'life', 'exuber', 'carefre', 'spirit', 'embrac', 'joy', 'zest', 'everi', 'turn']",0.8,Positive
249,253," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,2020-09-05 20:10:00, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20,"['basking', 'golden', 'glow', 'contentment', 'serene', 'river', 'flowing', 'landscape', 'heart']","['bask', 'golden', 'glow', 'content', 'seren', 'river', 'flow', 'landscap', 'heart']",0.3,Positive
250,254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,2022-04-18 08:00:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8,"['gazing', 'towards', 'horizon', 'hopeful', 'eyes', 'painting', 'canvas', 'dreams', 'illuminated', 'sun', 'optimism']","['gaze', 'toward', 'horizon', 'hope', 'eye', 'paint', 'canva', 'dream', 'illumin', 'sun', 'optim']",0.0,Neutral
251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12,"['standing', 'tall', 'proud', 'oak', 'branches', 'achievement', 'reaching', 'towards', 'sky', 'accomplishment']","['stand', 'tall', 'proud', 'oak', 'branch', 'achiev', 'reach', 'toward', 'sky', 'accomplish']",0.8,Positive
252,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9,"['heart', 'overflowing', 'gratitude', 'garden', 'where', 'appreciation', 'blooms', 'soil', 'kindness', 'connection']","['heart', 'overflow', 'gratitud', 'garden', 'where', 'appreci', 'bloom', 'soil', 'kind', 'connect']",0.0,Neutral
253,257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,2018-04-03 14:15:00, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14,"['extending', 'hand', 'empathetic', 'threads', 'weaving', 'tapestry', 'understanding', 'embracing', 'joys', 'sorrows', 'others']","['extend', 'hand', 'empathet', 'thread', 'weav', 'tapestri', 'understand', 'embrac', 'joy', 'sorrow', 'other']",0.0,Neutral
254,258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,2022-06-20 10:30:00, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10,"['compassionate', 'clouds', 'heavy', 'care', 'showering', 'empathy', 'parched', 'grounds', 'human', 'suffering']","['compassion', 'cloud', 'heavi', 'care', 'shower', 'empathi', 'parch', 'ground', 'human', 'suffer']",-0.1,Neutral
255,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18,"['playfully', 'dancing', 'rain', 'laughter', 'whimsical', 'spirit', 'twirling', 'puddles', 'joy', 'lightheartedness']","['play', 'danc', 'rain', 'laughter', 'whimsic', 'spirit', 'twirl', 'puddl', 'joy', 'lighthearted']",0.15000000000000002,Positive
256,260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,2021-08-15 11:10:00, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11,"['soaring', 'wings', 'free', 'spirit', 'unburdened', 'chains', 'conformity', 'painting', 'sky', 'independence']","['soar', 'wing', 'free', 'spirit', 'unburden', 'chain', 'conform', 'paint', 'sky', 'independ']",0.4,Positive
257,261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,2019-10-25 16:50:00, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16,"['bathed', 'glow', 'inspiration', 'creative', 'phoenix', 'rising', 'ashes', 'ordinary', 'thoughts', 'explore', 'new', 'realms']","['bath', 'glow', 'inspir', 'creativ', 'phoenix', 'rise', 'ash', 'ordinari', 'thought', 'explor', 'new', 'realm']",0.12878787878787878,Positive
258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7,"['navigating', 'sea', 'hope', 'sailing', 'towards', 'sunrise', 'possibilities', 'confident', 'ship', 'positive', 'anticipation']","['navig', 'sea', 'hope', 'sail', 'toward', 'sunris', 'possibl', 'confid', 'ship', 'posit', 'anticip']",0.36363636363636365,Positive
259,263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,2022-02-15 13:15:00, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13,"['striding', 'confidence', 'footprints', 'self', 'assuredness', 'imprinted', 'sands', 'challenges', 'conquered', 'victories', 'claimed']","['stride', 'confid', 'footprint', 'self', 'assured', 'imprint', 'sand', 'challeng', 'conquer', 'victori', 'claim']",0.0,Neutral
260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22,"['lost', 'symphony', 'night', 'moonlit', 'serenade', 'whispers', 'tales', 'wanderlust', 'moonlit', 'dreams']","['lost', 'symphoni', 'night', 'moonlit', 'serenad', 'whisper', 'tale', 'wanderlust', 'moonlit', 'dream']",0.0,Neutral
261,265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14,"['unveiling', 'layers', 'curiosity', 'labyrinth', 'questions', 'leading', 'treasure', 'troves', 'undiscovered', 'knowledge']","['unveil', 'layer', 'curios', 'labyrinth', 'question', 'lead', 'treasur', 'trove', 'undiscov', 'knowledg']",0.0,Neutral
262,266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,2019-09-14 10:20:00, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10,"['embrace', 'autumn', 'breeze', 'leaves', 'ambivalence', 'dancing', 'waltz', 'choices', 'uncertainties']","['embrac', 'autumn', 'breez', 'leav', 'ambival', 'danc', 'waltz', 'choic', 'uncertainti']",0.0,Neutral
263,267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", Grateful ,2022-03-12 19:55:00, StarNavigator , Twitter , #Grateful #GuidingStar ,19.0,38.0, Australia ,2022,3,12,19,"['gratitude', 'guiding', 'star', 'navigating', 'constellation', 'blessings', 'vast', 'universe', 'life', 'precious', 'moments']","['gratitud', 'guid', 'star', 'navig', 'constel', 'bless', 'vast', 'univers', 'life', 'preciou', 'moment']",0.25,Positive
264,268," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", Zest ,2023-03-30 16:30:00, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16.0,32.0, India ,2023,3,30,16,"['zestful', 'heart', 'sprinting', 'fields', 'enthusiasm', 'chasing', 'sunbeams', 'laughter', 'meadows', 'joy']","['zest', 'heart', 'sprint', 'field', 'enthusiasm', 'chase', 'sunbeam', 'laughter', 'meadow', 'joy']",0.8,Positive
265,269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,"['compassionate', 'rain', 'tears', 'empathy', 'falling', 'gently', 'nurturing', 'seeds', 'kindness', 'garden', 'human', 'connections']","['compassion', 'rain', 'tear', 'empathi', 'fall', 'gentli', 'nurtur', 'seed', 'kind', 'garden', 'human', 'connect']",0.1,Neutral
266,270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,"['proudly', 'scaling', 'peaks', 'achievement', 'mountaineer', 'conquering', 'challenges', 'planting', 'flag', 'success']","['proudli', 'scale', 'peak', 'achiev', 'mountain', 'conquer', 'challeng', 'plant', 'flag', 'success']",0.55,Positive
267,271," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,"['embraced', 'hopeful', 'dawn', 'gardener', 'sowing', 'seeds', 'optimism', 'tending', 'blooms', 'brighter', 'tomorrow']","['embrac', 'hope', 'dawn', 'garden', 'sow', 'seed', 'optim', 'tend', 'bloom', 'brighter', 'tomorrow']",0.0,Neutral
268,272," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,"['playful', 'escapade', 'carnival', 'life', 'carousel', 'laughter', 'cotton', 'candy', 'dreams', 'swirling', 'joyous', 'atmosphere']","['play', 'escapad', 'carniv', 'life', 'carousel', 'laughter', 'cotton', 'candi', 'dream', 'swirl', 'joyou', 'atmospher']",0.0,Neutral
269,273," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,"['floating', 'clouds', 'inspiration', 'artist', 'painting', 'sky', 'strokes', 'creativity', 'creating', 'masterpiece', 'dreams']","['float', 'cloud', 'inspir', 'artist', 'paint', 'sky', 'stroke', 'creativ', 'creat', 'masterpiec', 'dream']",0.0,Neutral
270,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,"['navigating', 'river', 'contentment', 'serene', 'boat', 'cruise', 'tranquil', 'waters', 'inner', 'peace', 'acceptance']","['navig', 'river', 'content', 'seren', 'boat', 'cruis', 'tranquil', 'water', 'inner', 'peac', 'accept']",0.0,Neutral
271,275," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,"['empathy', 'lantern', 'wandering', 'dark', 'alleys', 'sorrow', 'illuminating', 'path', 'compassion', 'care']","['empathi', 'lantern', 'wander', 'dark', 'alley', 'sorrow', 'illumin', 'path', 'compass', 'care']",-0.15,Negative
272,276," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,"['free', 'spirit', 'soaring', 'wings', 'dreams', 'leaving', 'trails', 'independence', 'azure', 'sky', 'boundless', 'possibilities']","['free', 'spirit', 'soar', 'wing', 'dream', 'leav', 'trail', 'independ', 'azur', 'sky', 'boundless', 'possibl']",0.1,Neutral
273,277," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,"['bathed', 'golden', 'hues', 'gratefulness', 'sunset', 'appreciation', 'casting', 'warm', 'glow', 'landscapes', 'heart']","['bath', 'golden', 'hue', 'grate', 'sunset', 'appreci', 'cast', 'warm', 'glow', 'landscap', 'heart']",0.44999999999999996,Positive
274,278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,"['confident', 'strides', 'dance', 'life', 'ballroom', 'where', 'self', 'assuredness', 'leads', 'twirling', 'challenges', 'grace']","['confid', 'stride', 'danc', 'life', 'ballroom', 'where', 'self', 'assured', 'lead', 'twirl', 'challeng', 'grace']",0.5,Positive
275,279," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7,"['hopeful', 'whispers', 'wind', 'carrying', 'promises', 'brighter', 'tomorrow', 'symphony', 'optimism', 'air', 'possibilities']","['hope', 'whisper', 'wind', 'carri', 'promis', 'brighter', 'tomorrow', 'symphoni', 'optim', 'air', 'possibl']",0.0,Neutral
276,280," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15,"['playfully', 'juggling', 'responsibilities', 'circus', 'performer', 'balancing', 'acts', 'work', 'joy', 'tossing', 'laughter', 'air']","['play', 'juggl', 'respons', 'circu', 'perform', 'balanc', 'act', 'work', 'joy', 'toss', 'laughter', 'air']",0.8,Positive
277,281," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20,"['whispering', 'tales', 'inspiration', 'stars', 'storyteller', 'crafting', 'constellations', 'threads', 'imagination']","['whisper', 'tale', 'inspir', 'star', 'storytel', 'craft', 'constel', 'thread', 'imagin']",0.0,Neutral
278,282," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,"['charting', 'course', 'waves', 'hopeful', 'anticipation', 'sailor', 'steering', 'towards', 'shores', 'dreams', 'yet', 'unexplored']","['chart', 'cours', 'wave', 'hope', 'anticip', 'sailor', 'steer', 'toward', 'shore', 'dream', 'yet', 'unexplor']",0.0,Neutral
279,283," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,"['compassionate', 'rain', 'tears', 'empathy', 'falling', 'gently', 'nurturing', 'seeds', 'kindness', 'garden', 'human', 'connections']","['compassion', 'rain', 'tear', 'empathi', 'fall', 'gentli', 'nurtur', 'seed', 'kind', 'garden', 'human', 'connect']",0.1,Neutral
